epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
122,287.911,0.23377,0.15102,0.26092,0.80448,0.98564,0.9952,0.99223,0.96111,0.98564,0.9952,0.99223,0.90846,0.21133,0.32264,0.26061,0.80574,0.00100137,0.00100137,0.00100137
123,290.103,0.25137,0.14957,0.27302,0.80908,0.98445,0.99415,0.99304,0.96478,0.98445,0.99415,0.99304,0.92113,0.20119,0.31521,0.25206,0.80392,0.000995866,0.000995866,0.000995866
124,292.319,0.24117,0.1398,0.27066,0.79746,0.98504,0.99519,0.99388,0.98898,0.98504,0.99519,0.99388,0.92763,0.20719,0.30516,0.26477,0.7979,0.000990365,0.000990365,0.000990365
125,294.571,0.2604,0.14937,0.27558,0.80601,0.98788,0.9936,0.99417,0.98206,0.98788,0.9936,0.99417,0.92223,0.21564,0.29385,0.27478,0.80522,0.000984864,0.000984864,0.000984864
126,296.743,0.24139,0.14774,0.27434,0.8003,0.98917,0.99452,0.99357,0.97523,0.98917,0.99452,0.99357,0.91736,0.21431,0.30343,0.26722,0.79955,0.000979362,0.000979362,0.000979362
127,299.009,0.2412,0.1427,0.25295,0.79382,0.97611,0.97279,0.99258,0.95827,0.97611,0.97279,0.99258,0.90475,0.22627,0.35951,0.31864,0.80095,0.000973861,0.000973861,0.000973861
128,301.22,0.25576,0.17666,0.26546,0.7997,0.97642,0.96585,0.99216,0.95008,0.97642,0.96585,0.99216,0.90096,0.22142,0.36172,0.34839,0.79808,0.00096836,0.00096836,0.00096836
129,303.446,0.25019,0.1494,0.25701,0.80129,0.97548,0.95169,0.99073,0.97275,0.97548,0.95169,0.99073,0.89138,0.20873,0.37418,0.38357,0.79562,0.000962859,0.000962859,0.000962859
130,305.714,0.24286,0.15538,0.2545,0.80544,0.97528,0.95054,0.98984,0.97618,0.97528,0.95054,0.98984,0.8854,0.20968,0.38636,0.39629,0.79849,0.000957358,0.000957358,0.000957358
131,307.942,0.21679,0.1195,0.26233,0.80462,0.94417,0.97323,0.98823,0.94957,0.94417,0.97323,0.98823,0.88118,0.21176,0.39816,0.53192,0.79918,0.000951857,0.000951857,0.000951857
132,310.14,0.23282,0.12685,0.25603,0.8066,0.9577,0.97368,0.98757,0.95934,0.95583,0.97368,0.98808,0.88772,0.21332,0.38265,0.46912,0.7975,0.000946356,0.000946356,0.000946356
133,312.419,0.24234,0.14598,0.26677,0.81279,0.9732,0.99887,0.99264,0.95408,0.9732,0.99887,0.99264,0.92976,0.23459,0.33505,0.25681,0.79992,0.000940855,0.000940855,0.000940855
134,314.733,0.25935,0.15402,0.26638,0.80818,0.97622,1,0.99319,0.965,0.97622,1,0.99333,0.92296,0.2296,0.3298,0.25107,0.79487,0.000935354,0.000935354,0.000935354
135,317.004,0.26289,0.15393,0.26949,0.80709,0.97628,0.99474,0.99396,0.9543,0.98138,1,0.99427,0.9136,0.21896,0.31993,0.23819,0.79361,0.000929853,0.000929853,0.000929853
136,319.298,0.24677,0.17572,0.26478,0.79778,0.98219,0.99608,0.99406,0.97407,0.98689,1,0.99426,0.90676,0.21762,0.31669,0.24317,0.79954,0.000924352,0.000924352,0.000924352
137,321.498,0.22597,0.14446,0.25759,0.80022,0.98625,0.99868,0.99433,0.96822,0.98625,0.99868,0.99433,0.90642,0.21448,0.30796,0.23938,0.79874,0.00091885,0.00091885,0.00091885
138,323.677,0.23343,0.14298,0.26268,0.80742,0.98637,0.99954,0.99448,0.96926,0.98637,0.99954,0.99448,0.90593,0.20465,0.29937,0.23216,0.79935,0.000913349,0.000913349,0.000913349
139,325.864,0.23248,0.14118,0.24946,0.80992,0.98514,1,0.99426,0.97605,0.98514,1,0.99426,0.90235,0.20806,0.31341,0.2439,0.80653,0.000907848,0.000907848,0.000907848
140,328.036,0.22839,0.14084,0.25155,0.81058,0.98461,1,0.99442,0.96632,0.98461,1,0.99442,0.88254,0.20608,0.31854,0.2418,0.8075,0.000902347,0.000902347,0.000902347
141,330.276,0.23361,0.1677,0.2373,0.81733,0.98272,0.99527,0.99448,0.95903,0.98272,0.99527,0.99448,0.88376,0.20682,0.31478,0.23961,0.80677,0.000896846,0.000896846,0.000896846
142,332.457,0.23647,0.14008,0.24552,0.81468,0.97941,0.99486,0.99437,0.95774,0.97941,0.99486,0.99437,0.89061,0.2075,0.31496,0.23853,0.81022,0.000891345,0.000891345,0.000891345
143,334.652,0.24185,0.17829,0.24983,0.81047,0.97526,0.9899,0.99412,0.96111,0.97526,0.9899,0.99412,0.88152,0.21242,0.32953,0.24086,0.81086,0.000885844,0.000885844,0.000885844
144,336.831,0.22955,0.14024,0.24605,0.80958,0.97245,0.99003,0.99406,0.96766,0.97245,0.99003,0.99406,0.8797,0.19366,0.33968,0.24421,0.80861,0.000880343,0.000880343,0.000880343
145,339.034,0.22599,0.15207,0.26769,0.80689,0.98133,0.98916,0.99412,0.96025,0.98133,0.98916,0.99412,0.8989,0.19675,0.32247,0.24546,0.81538,0.000874842,0.000874842,0.000874842
146,341.237,0.2414,0.16658,0.25637,0.81052,0.98369,0.98861,0.99422,0.97047,0.98369,0.98861,0.99422,0.90188,0.19898,0.3012,0.24893,0.81606,0.00086934,0.00086934,0.00086934
147,343.452,0.22633,0.17406,0.23941,0.79203,0.98515,0.98954,0.99437,0.97088,0.98515,0.98954,0.99437,0.90749,0.18788,0.27183,0.23466,0.80964,0.000863839,0.000863839,0.000863839
148,345.637,0.22381,0.14673,0.23838,0.81063,0.98667,0.98961,0.99448,0.9766,0.98667,0.98961,0.99448,0.92101,0.20175,0.25711,0.23639,0.80389,0.000858338,0.000858338,0.000858338
149,347.817,0.20467,0.1532,0.23716,0.80621,0.98802,0.98947,0.99458,0.98928,0.98802,0.98947,0.99458,0.92178,0.19743,0.24381,0.2262,0.80897,0.000852837,0.000852837,0.000852837
150,350.018,0.25177,0.17586,0.25736,0.78839,0.98519,0.98609,0.99442,0.98236,0.98519,0.98609,0.99442,0.92569,0.19357,0.23921,0.23025,0.80864,0.000847336,0.000847336,0.000847336
151,352.264,0.21929,0.15862,0.24346,0.79697,0.98472,0.97212,0.99369,0.97901,0.98472,0.97212,0.994,0.93978,0.20845,0.21274,0.24641,0.81283,0.000841835,0.000841835,0.000841835
152,354.47,0.24828,0.16499,0.26686,0.81397,0.9774,0.98421,0.9933,0.97214,0.97649,0.98481,0.99376,0.92921,0.19234,0.21034,0.23448,0.80552,0.000836334,0.000836334,0.000836334
153,356.669,0.22072,0.18301,0.2382,0.8038,0.98328,0.98235,0.99358,0.98711,0.97183,0.99527,0.99376,0.91452,0.18937,0.2157,0.23109,0.80199,0.000830833,0.000830833,0.000830833
154,358.855,0.20323,0.13983,0.22772,0.81925,0.97794,0.99507,0.99387,0.97791,0.97794,0.99507,0.99387,0.92799,0.19865,0.22104,0.23238,0.80172,0.000825332,0.000825332,0.000825332
155,361.055,0.21413,0.14618,0.23302,0.80838,0.98239,0.99352,0.99305,0.98183,0.98239,0.99352,0.99305,0.93626,0.18808,0.21423,0.22396,0.80196,0.000819831,0.000819831,0.000819831
156,363.249,0.20423,0.1531,0.22829,0.80686,0.98559,0.99039,0.99263,0.9815,0.98559,0.99039,0.99263,0.94528,0.19354,0.21344,0.22887,0.80491,0.000814329,0.000814329,0.000814329
157,365.487,0.20582,0.14375,0.23027,0.79669,0.98069,0.99892,0.99276,0.97292,0.98069,0.99892,0.99276,0.96352,0.20761,0.22785,0.23669,0.80779,0.000808828,0.000808828,0.000808828
158,367.68,0.20528,0.14114,0.22328,0.80152,0.98135,1,0.99314,0.95806,0.98135,1,0.99314,0.96369,0.2023,0.23256,0.23825,0.80728,0.000803327,0.000803327,0.000803327
159,369.875,0.21931,0.16372,0.23115,0.79956,0.98139,0.99838,0.99397,0.95681,0.98139,0.99838,0.99397,0.94869,0.19065,0.24374,0.23496,0.80172,0.000797826,0.000797826,0.000797826
160,372.065,0.21983,0.14602,0.23744,0.81019,0.97729,0.99809,0.99396,0.96733,0.97729,0.99809,0.99396,0.95121,0.19511,0.25938,0.22987,0.80232,0.000792325,0.000792325,0.000792325
161,374.24,0.21867,0.1516,0.23263,0.81942,0.9816,1,0.99421,0.96977,0.9816,1,0.99421,0.94028,0.19088,0.28889,0.22426,0.79967,0.000786824,0.000786824,0.000786824
162,376.45,0.20902,0.14144,0.23112,0.8129,0.9862,1,0.99412,0.97724,0.9862,1,0.99412,0.92953,0.18369,0.30602,0.22534,0.80068,0.000781323,0.000781323,0.000781323
163,378.738,0.21647,0.16454,0.24006,0.80915,0.98553,0.99749,0.99407,0.97614,0.98553,0.99749,0.99407,0.93982,0.19267,0.32179,0.22688,0.8009,0.000775822,0.000775822,0.000775822
164,381.034,0.19598,0.12412,0.22593,0.80483,0.98665,0.99474,0.99391,0.98045,0.98684,0.99521,0.99397,0.93973,0.18948,0.33235,0.22614,0.80168,0.000770321,0.000770321,0.000770321
165,383.371,0.20413,0.1363,0.21055,0.79626,0.98625,0.99571,0.99397,0.9694,0.98625,0.99571,0.99397,0.92334,0.19602,0.31355,0.23448,0.80712,0.00076482,0.00076482,0.00076482
166,385.629,0.23124,0.14292,0.23467,0.80706,0.98619,0.99505,0.99379,0.98056,0.98619,0.99505,0.99379,0.92479,0.19322,0.29933,0.23403,0.80601,0.000759318,0.000759318,0.000759318
167,388.005,0.22753,0.15936,0.2381,0.79479,0.9864,0.99374,0.99376,0.98863,0.9864,0.99374,0.99376,0.92326,0.1919,0.292,0.23888,0.8098,0.000753817,0.000753817,0.000753817
168,390.289,0.21768,0.14082,0.22863,0.79792,0.98639,0.99332,0.99384,0.98838,0.98639,0.99332,0.99384,0.92208,0.19247,0.29913,0.23062,0.8128,0.000748316,0.000748316,0.000748316
169,392.621,0.1996,0.13699,0.21521,0.79075,0.9869,0.99244,0.99405,0.98786,0.9869,0.99244,0.99405,0.90488,0.18602,0.3047,0.22543,0.81705,0.000742815,0.000742815,0.000742815
170,394.94,0.20403,0.14013,0.21823,0.79009,0.98707,0.99259,0.99367,0.97545,0.98707,0.99259,0.99367,0.92228,0.19631,0.3167,0.22425,0.80656,0.000737314,0.000737314,0.000737314
171,397.187,0.20909,0.14678,0.2246,0.80245,0.98726,0.99155,0.99189,0.97808,0.98726,0.99155,0.99189,0.90912,0.20226,0.30884,0.22271,0.8005,0.000731813,0.000731813,0.000731813
172,399.404,0.21648,0.14545,0.22739,0.82272,0.9869,0.99098,0.99145,0.97925,0.9869,0.99098,0.99145,0.92918,0.19627,0.29641,0.22312,0.80319,0.000726312,0.000726312,0.000726312
173,401.612,0.22181,0.16514,0.22384,0.78768,0.9856,0.99067,0.99137,0.98077,0.9856,0.99067,0.99137,0.92973,0.19316,0.29785,0.22779,0.81047,0.000720811,0.000720811,0.000720811
174,403.791,0.22269,0.15504,0.22765,0.81673,0.98525,0.99058,0.9916,0.98135,0.98525,0.99058,0.9916,0.92431,0.19984,0.29268,0.22886,0.81171,0.00071531,0.00071531,0.00071531
175,405.992,0.20947,0.15366,0.21749,0.79494,0.98466,0.9916,0.99155,0.97499,0.98466,0.9916,0.99155,0.92671,0.18456,0.28534,0.22019,0.81037,0.000709809,0.000709809,0.000709809
176,408.199,0.18411,0.12932,0.20369,0.79004,0.98534,0.99277,0.98972,0.9745,0.98534,0.99277,0.98972,0.93923,0.18173,0.27306,0.21738,0.80806,0.000704307,0.000704307,0.000704307
177,410.39,0.21706,0.16616,0.22038,0.81245,0.98598,0.99306,0.98708,0.96912,0.98598,0.99306,0.98708,0.93485,0.18253,0.24443,0.23237,0.79824,0.000698806,0.000698806,0.000698806
178,412.563,0.20578,0.14359,0.2194,0.8021,0.98462,0.99286,0.98736,0.97961,0.98462,0.99286,0.98736,0.93928,0.18207,0.24045,0.23346,0.80415,0.000693305,0.000693305,0.000693305
179,414.774,0.20957,0.15289,0.22415,0.80868,0.98481,0.99154,0.98941,0.96761,0.98481,0.99154,0.98941,0.93219,0.17832,0.2329,0.22432,0.79329,0.000687804,0.000687804,0.000687804
180,416.959,0.20709,0.14408,0.22192,0.79447,0.98603,0.99116,0.9904,0.98006,0.98603,0.99116,0.9904,0.9275,0.17449,0.23025,0.21813,0.79197,0.000682303,0.000682303,0.000682303
181,419.15,0.21502,0.14993,0.21848,0.80944,0.98452,0.9918,0.99299,0.98594,0.98452,0.9918,0.99299,0.94791,0.18012,0.21995,0.22353,0.79563,0.000676802,0.000676802,0.000676802
182,421.34,0.19964,0.13927,0.22242,0.80045,0.98114,0.99268,0.9937,0.98703,0.98114,0.99268,0.9937,0.94086,0.17389,0.21858,0.21654,0.79273,0.000671301,0.000671301,0.000671301
183,423.529,0.22594,0.15803,0.23572,0.79876,0.97866,0.99686,0.99368,0.98165,0.97866,0.99686,0.99368,0.95044,0.1761,0.23059,0.21616,0.79358,0.0006658,0.0006658,0.0006658
184,425.737,0.23163,0.15557,0.2363,0.80422,0.97983,0.99775,0.99282,0.9889,0.97983,0.99775,0.99282,0.95977,0.17046,0.2314,0.21457,0.79184,0.000660299,0.000660299,0.000660299
185,427.932,0.20365,0.14923,0.22773,0.80395,0.98164,0.99703,0.99157,0.97478,0.98164,0.99703,0.99157,0.94496,0.17635,0.22813,0.2185,0.78943,0.000654798,0.000654798,0.000654798
186,430.122,0.22498,0.15373,0.24303,0.80321,0.98145,0.99699,0.99263,0.9728,0.98145,0.99699,0.99263,0.94867,0.17915,0.22858,0.22024,0.79034,0.000649297,0.000649297,0.000649297
187,432.335,0.20463,0.15557,0.22753,0.78531,0.98221,0.99498,0.99148,0.97047,0.98221,0.99498,0.99148,0.94196,0.18508,0.24219,0.21875,0.79743,0.000643795,0.000643795,0.000643795
188,434.505,0.2078,0.1443,0.22386,0.79904,0.98214,0.99514,0.99105,0.97026,0.98214,0.99514,0.99105,0.93382,0.17795,0.24697,0.22372,0.79635,0.000638294,0.000638294,0.000638294
189,436.682,0.2073,0.17703,0.2143,0.80385,0.98168,0.99442,0.99062,0.97421,0.98168,0.99442,0.99062,0.93324,0.16402,0.23388,0.21386,0.80043,0.000632793,0.000632793,0.000632793
190,438.856,0.20353,0.14052,0.20685,0.78878,0.98136,0.99414,0.99076,0.97503,0.98136,0.99414,0.99076,0.93387,0.1633,0.22786,0.21418,0.80138,0.000627292,0.000627292,0.000627292
191,441.135,0.19357,0.12863,0.21102,0.79484,0.98204,0.99353,0.99079,0.97147,0.98204,0.99353,0.99079,0.92995,0.18577,0.22664,0.2181,0.80524,0.000621791,0.000621791,0.000621791
192,443.331,0.19746,0.12302,0.2103,0.79601,0.98285,0.99266,0.99095,0.97703,0.98285,0.99266,0.99095,0.92969,0.17144,0.22602,0.21648,0.80273,0.00061629,0.00061629,0.00061629
193,445.65,0.20066,0.13659,0.20932,0.79114,0.98372,0.99194,0.99239,0.9839,0.98372,0.99194,0.99239,0.93246,0.18059,0.22723,0.21365,0.80256,0.000610789,0.000610789,0.000610789
194,447.972,0.21303,0.14806,0.2139,0.79164,0.98374,0.99189,0.99242,0.9838,0.98374,0.99189,0.99242,0.92912,0.17872,0.2302,0.21271,0.80218,0.000605288,0.000605288,0.000605288
195,450.259,0.1956,0.12849,0.20892,0.79094,0.9808,0.98656,0.99239,0.9767,0.9808,0.98656,0.99239,0.92598,0.17587,0.232,0.20777,0.79844,0.000599787,0.000599787,0.000599787
196,452.475,0.19479,0.12753,0.20224,0.80321,0.97846,0.98679,0.9921,0.97646,0.97846,0.98679,0.9921,0.93229,0.17416,0.22804,0.20763,0.80037,0.000594286,0.000594286,0.000594286
197,454.772,0.20701,0.1672,0.20818,0.78744,0.97494,0.98797,0.99074,0.97952,0.97494,0.98797,0.99074,0.92828,0.17986,0.22202,0.21751,0.79764,0.000588784,0.000588784,0.000588784
198,456.985,0.19598,0.12936,0.19722,0.80297,0.97578,0.98881,0.99042,0.97937,0.97578,0.98881,0.99042,0.92051,0.17328,0.22376,0.21465,0.79511,0.000583283,0.000583283,0.000583283
199,459.236,0.20124,0.1384,0.20296,0.79936,0.97958,0.99394,0.99053,0.97167,0.97958,0.99394,0.99053,0.91106,0.16442,0.23058,0.20639,0.79321,0.000577782,0.000577782,0.000577782
200,461.501,0.18944,0.15062,0.19926,0.80469,0.98188,0.99362,0.99027,0.96876,0.98188,0.99362,0.99027,0.9089,0.16034,0.23105,0.20703,0.79178,0.000572281,0.000572281,0.000572281
201,463.741,0.18412,0.1563,0.2022,0.80262,0.98343,0.99167,0.99013,0.97849,0.98343,0.99167,0.99013,0.92162,0.16495,0.2108,0.2058,0.79097,0.00056678,0.00056678,0.00056678
202,466.007,0.19262,0.14486,0.20494,0.80198,0.98333,0.99109,0.98994,0.97796,0.98333,0.99109,0.98994,0.92194,0.16799,0.20867,0.2061,0.79224,0.000561279,0.000561279,0.000561279
203,468.274,0.18582,0.13415,0.20042,0.78622,0.98494,0.99088,0.99168,0.96739,0.98494,0.99088,0.99168,0.926,0.16223,0.20607,0.1968,0.79406,0.000555778,0.000555778,0.000555778
204,470.519,0.18243,0.15503,0.19838,0.79109,0.98538,0.99061,0.99181,0.97492,0.98538,0.99061,0.99181,0.93715,0.15634,0.20902,0.19636,0.7947,0.000550277,0.000550277,0.000550277
205,472.753,0.17745,0.13496,0.18867,0.80142,0.98615,0.99039,0.99186,0.97161,0.98615,0.99039,0.99186,0.92367,0.17042,0.21132,0.19841,0.80038,0.000544776,0.000544776,0.000544776
206,474.987,0.20395,0.15311,0.22044,0.80731,0.98636,0.99131,0.9921,0.97233,0.98636,0.99131,0.9921,0.93058,0.18302,0.21524,0.20318,0.80109,0.000539275,0.000539275,0.000539275
207,477.207,0.19482,0.13834,0.20129,0.79535,0.98641,0.99335,0.99235,0.97537,0.98641,0.99335,0.99235,0.92581,0.16601,0.22222,0.20865,0.80016,0.000533773,0.000533773,0.000533773
208,479.43,0.20346,0.14013,0.21882,0.80547,0.98667,0.99474,0.99197,0.97449,0.98667,0.99474,0.99197,0.93231,0.16472,0.22514,0.20622,0.79994,0.000528272,0.000528272,0.000528272
209,481.631,0.19155,0.15223,0.21431,0.79113,0.98531,0.99474,0.99217,0.96911,0.98531,0.99474,0.99217,0.92706,0.15974,0.23815,0.20881,0.79634,0.000522771,0.000522771,0.000522771
210,483.828,0.1905,0.1468,0.20442,0.8053,0.98478,0.99474,0.99299,0.97488,0.98478,0.99474,0.99299,0.92634,0.15874,0.23285,0.20806,0.79715,0.00051727,0.00051727,0.00051727
211,486.042,0.18114,0.13008,0.20328,0.80041,0.97846,0.99077,0.99318,0.97818,0.97846,0.99077,0.99318,0.92171,0.15713,0.22264,0.20162,0.80073,0.000511769,0.000511769,0.000511769
212,488.186,0.17974,0.13576,0.19422,0.80781,0.97468,0.99167,0.99323,0.97781,0.97468,0.99167,0.99323,0.92307,0.15324,0.22409,0.19585,0.80082,0.000506268,0.000506268,0.000506268
213,490.459,0.19641,0.15798,0.20972,0.78353,0.98034,0.99474,0.99362,0.98108,0.98034,0.99474,0.99362,0.92368,0.16064,0.24113,0.20067,0.80123,0.000500767,0.000500767,0.000500767
214,492.679,0.18229,0.12693,0.19656,0.79839,0.98313,0.99474,0.99391,0.98005,0.98313,0.99474,0.99391,0.92033,0.16232,0.25159,0.19831,0.80055,0.000495266,0.000495266,0.000495266
215,494.903,0.18254,0.13386,0.19981,0.81252,0.98431,0.99474,0.99365,0.98235,0.98431,0.99474,0.99365,0.91971,0.15858,0.26245,0.20248,0.79514,0.000489765,0.000489765,0.000489765
216,497.089,0.19692,0.13741,0.1981,0.80083,0.98453,0.99474,0.99324,0.98249,0.98453,0.99474,0.99324,0.91268,0.16106,0.26537,0.2041,0.79356,0.000484263,0.000484263,0.000484263
217,499.328,0.19686,0.11647,0.19211,0.79582,0.9828,0.99368,0.99087,0.97307,0.9828,0.99368,0.99087,0.91198,0.1625,0.2658,0.20529,0.79499,0.000478762,0.000478762,0.000478762
218,501.568,0.1658,0.11605,0.18641,0.80044,0.98412,0.99082,0.99037,0.96837,0.98412,0.99082,0.99037,0.91554,0.16471,0.26414,0.20301,0.79617,0.000473261,0.000473261,0.000473261
219,503.814,0.17231,0.12611,0.18689,0.78674,0.98303,0.99059,0.99043,0.96892,0.98303,0.99059,0.99043,0.93247,0.16379,0.26638,0.19977,0.79321,0.00046776,0.00046776,0.00046776
220,506.055,0.18155,0.12249,0.19022,0.79795,0.98287,0.99105,0.99045,0.97216,0.98287,0.99105,0.99045,0.92842,0.16352,0.27327,0.20058,0.79203,0.000462259,0.000462259,0.000462259
221,508.392,0.18269,0.14736,0.19095,0.79226,0.98314,0.9922,0.99068,0.96852,0.98314,0.9922,0.99068,0.93204,0.16944,0.28337,0.20279,0.79457,0.000456758,0.000456758,0.000456758
222,510.603,0.19629,0.13236,0.19684,0.80083,0.98378,0.99252,0.99055,0.96546,0.98378,0.99252,0.99055,0.93365,0.16384,0.27828,0.20284,0.79478,0.000451257,0.000451257,0.000451257
223,512.868,0.16542,0.11725,0.18346,0.80499,0.9854,0.99324,0.99089,0.96523,0.9854,0.99324,0.99089,0.93892,0.1581,0.2707,0.20206,0.79066,0.000445756,0.000445756,0.000445756
224,515.148,0.19159,0.15002,0.20016,0.80389,0.98654,0.99343,0.99156,0.97795,0.98654,0.99343,0.99156,0.94529,0.15412,0.26613,0.1985,0.78943,0.000440255,0.000440255,0.000440255
225,517.436,0.17481,0.13578,0.18932,0.79379,0.98481,0.99474,0.99199,0.97265,0.98481,0.99474,0.99199,0.94316,0.16014,0.26705,0.20688,0.78361,0.000434754,0.000434754,0.000434754
226,519.769,0.1957,0.12915,0.19059,0.805,0.98256,0.99474,0.99138,0.97746,0.98256,0.99474,0.99138,0.94174,0.15391,0.26687,0.20533,0.78343,0.000429253,0.000429253,0.000429253
227,522.036,0.17656,0.1202,0.18801,0.79567,0.98623,0.99474,0.99132,0.97951,0.98623,0.99474,0.99132,0.93596,0.15556,0.25553,0.19948,0.78568,0.000423751,0.000423751,0.000423751
228,524.356,0.16946,0.1323,0.18643,0.79277,0.98658,0.99474,0.9914,0.98047,0.98658,0.99474,0.9914,0.93259,0.1552,0.25031,0.19942,0.78472,0.00041825,0.00041825,0.00041825
229,526.692,0.18268,0.12098,0.19,0.8185,0.98716,0.99474,0.99042,0.97539,0.98716,0.99474,0.99042,0.93303,0.15113,0.25719,0.19635,0.78335,0.000412749,0.000412749,0.000412749
230,528.974,0.19074,0.17999,0.19915,0.80092,0.98761,0.99575,0.99036,0.97929,0.98761,0.99575,0.99036,0.93147,0.15133,0.25941,0.19507,0.78266,0.000407248,0.000407248,0.000407248
231,531.249,0.1689,0.12283,0.18741,0.80707,0.98753,0.99672,0.98871,0.98068,0.98753,0.99672,0.98871,0.92947,0.15928,0.26111,0.19897,0.78325,0.000401747,0.000401747,0.000401747
232,533.57,0.19729,0.14617,0.19173,0.80056,0.98747,0.9967,0.98947,0.98141,0.98747,0.9967,0.98947,0.92926,0.16364,0.26024,0.20177,0.78662,0.000396246,0.000396246,0.000396246
233,535.806,0.20021,0.13386,0.20195,0.79952,0.98746,0.99752,0.99164,0.98274,0.98746,0.99752,0.99164,0.92697,0.1641,0.26494,0.20346,0.78539,0.000390745,0.000390745,0.000390745
234,538.029,0.17361,0.13641,0.18945,0.80117,0.98765,0.9993,0.9927,0.98225,0.98765,0.9993,0.9927,0.92756,0.15686,0.26595,0.20232,0.7838,0.000385244,0.000385244,0.000385244
235,540.229,0.18107,0.13374,0.19245,0.8016,0.98694,1,0.99373,0.98387,0.98694,1,0.99373,0.93553,0.14338,0.26487,0.1938,0.78256,0.000379743,0.000379743,0.000379743
236,542.448,0.1737,0.12409,0.18693,0.78279,0.98675,1,0.99373,0.98403,0.98675,1,0.99373,0.93777,0.14976,0.26827,0.19163,0.78375,0.000374242,0.000374242,0.000374242
237,544.682,0.17307,0.1247,0.18754,0.79848,0.98714,1,0.994,0.98996,0.98714,1,0.994,0.92436,0.15071,0.27133,0.18979,0.78657,0.00036874,0.00036874,0.00036874
238,546.892,0.18266,0.12138,0.19087,0.79728,0.98735,1,0.99411,0.98972,0.98735,1,0.99411,0.90653,0.14877,0.27375,0.18758,0.78776,0.000363239,0.000363239,0.000363239
239,549.093,0.18463,0.15523,0.18982,0.79971,0.98755,0.99912,0.99411,0.97903,0.98755,0.99912,0.99411,0.90076,0.15391,0.27169,0.1952,0.79372,0.000357738,0.000357738,0.000357738
240,551.295,0.18177,0.1256,0.19331,0.79621,0.98741,0.99727,0.99395,0.97877,0.98741,0.99727,0.99395,0.90361,0.15065,0.26736,0.19352,0.79297,0.000352237,0.000352237,0.000352237
241,553.48,0.16938,0.12312,0.17941,0.7824,0.98688,0.99474,0.99339,0.9848,0.98688,0.99474,0.99339,0.91323,0.14528,0.26286,0.18754,0.79273,0.000346736,0.000346736,0.000346736
242,555.692,0.17011,0.13234,0.18203,0.78238,0.98697,0.99474,0.99339,0.98538,0.98697,0.99474,0.99339,0.91768,0.14477,0.26307,0.18768,0.79335,0.000341235,0.000341235,0.000341235
243,557.945,0.17086,0.13779,0.17968,0.80229,0.98703,0.99474,0.99333,0.99063,0.98703,0.99474,0.99333,0.92161,0.14803,0.27609,0.18716,0.79153,0.000335734,0.000335734,0.000335734
244,560.152,0.17552,0.14131,0.18833,0.78504,0.9867,0.99423,0.99367,0.98674,0.9867,0.99423,0.99367,0.92196,0.14595,0.27969,0.18625,0.79054,0.000330233,0.000330233,0.000330233
245,562.335,0.17499,0.12595,0.18608,0.80962,0.9841,0.99474,0.99383,0.9868,0.9841,0.99474,0.99383,0.91887,0.15156,0.27764,0.18222,0.7892,0.000324732,0.000324732,0.000324732
246,564.518,0.16721,0.11486,0.17544,0.79862,0.98391,0.99368,0.99388,0.98657,0.98391,0.99368,0.99388,0.91033,0.15226,0.27916,0.18178,0.78926,0.000319231,0.000319231,0.000319231
247,566.703,0.16892,0.11007,0.1759,0.80758,0.98361,0.99415,0.99417,0.98161,0.98361,0.99415,0.99417,0.92061,0.14231,0.27721,0.17324,0.79079,0.000313729,0.000313729,0.000313729
248,568.903,0.18298,0.12837,0.18449,0.80178,0.98203,0.99179,0.99412,0.98219,0.98203,0.99179,0.99412,0.91914,0.14358,0.27596,0.17423,0.79067,0.000308228,0.000308228,0.000308228
249,571.126,0.17647,0.126,0.17724,0.79075,0.98294,0.99233,0.99406,0.97877,0.98294,0.99233,0.99406,0.91935,0.14011,0.27217,0.17219,0.79046,0.000302727,0.000302727,0.000302727
250,573.328,0.17146,0.12061,0.18114,0.8055,0.98504,0.99423,0.99412,0.9837,0.98504,0.99423,0.99412,0.91633,0.14034,0.26875,0.17159,0.79123,0.000297226,0.000297226,0.000297226
251,575.561,0.18536,0.13651,0.18383,0.78313,0.98589,0.9954,0.99412,0.97966,0.98589,0.9954,0.99412,0.92093,0.13786,0.25743,0.1725,0.79207,0.000291725,0.000291725,0.000291725
252,577.827,0.16775,0.13198,0.17273,0.78335,0.98691,0.99527,0.99412,0.97372,0.98691,0.99527,0.99412,0.92847,0.14052,0.25174,0.1714,0.79355,0.000286224,0.000286224,0.000286224
253,580.07,0.18252,0.12607,0.18485,0.79576,0.98728,0.99495,0.99406,0.98022,0.98728,0.99495,0.99406,0.93514,0.14013,0.24489,0.17698,0.78984,0.000280723,0.000280723,0.000280723
254,582.279,0.17641,0.13068,0.18022,0.79773,0.98733,0.99478,0.994,0.97978,0.98733,0.99478,0.994,0.92704,0.1415,0.24208,0.1774,0.78905,0.000275222,0.000275222,0.000275222
